,RESOLUCAO,EMPRESA,AUTORIZACAO,MARCA,PROCESSO,REGISTRO,VENDA E EMPREGO,VENCIMENTO,APRESENTACAO,VALIDADE PRODUTO,CATEGORIA,ASSUNTO PETICAO,EXPEDIENTE E PETICAO,VERSAO
725,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.019-7, PRODUTO DE VENDA LIVRE, 12/2030, HENO DE PRAIVA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
726,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.020-0, PRODUTO DE VENDA LIVRE, 12/2030, HENO DE PRAIVA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
727,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.021-9, PRODUTO DE VENDA LIVRE, 12/2030, JUJÚ + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
728,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.022-7, PRODUTO DE VENDA LIVRE, 12/2030, JUJÚ + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
729,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.023-5, PRODUTO DE VENDA LIVRE, 12/2030, MANDARIM + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
730,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.024-3, PRODUTO DE VENDA LIVRE, 12/2030, MANDARIM + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
731,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.025-1, PRODUTO DE VENDA LIVRE, 12/2030, MANÚ + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
732,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.026-1, PRODUTO DE VENDA LIVRE, 12/2030, MANÚ + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
733,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.027-8, PRODUTO DE VENDA LIVRE, 12/2030, MARAVILHA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
734,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.028-6, PRODUTO DE VENDA LIVRE, 12/2030, MARAVILHA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
735,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.029-4, PRODUTO DE VENDA LIVRE, 12/2030, MONIK + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
736,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.030-8, PRODUTO DE VENDA LIVRE, 12/2030, MONIK + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
737,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.031-6, PRODUTO DE VENDA LIVRE, 12/2030, NATURA FLORA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
738,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.032-4, PRODUTO DE VENDA LIVRE, 12/2030, NATURA FLORA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
739,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.033-2, PRODUTO DE VENDA LIVRE, 12/2030, ORIENTE + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
740,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.034-0, PRODUTO DE VENDA LIVRE, 12/2030, ORIENTE + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
741,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.035-9, PRODUTO DE VENDA LIVRE, 12/2030, ORQUIDEA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
742,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.036-7, PRODUTO DE VENDA LIVRE, 12/2030, ORQUIDEA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
743,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.037-5, PRODUTO DE VENDA LIVRE, 12/2030, PINHO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
744,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.038-3, PRODUTO DE VENDA LIVRE, 12/2030, PINHO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
745,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.039-1, PRODUTO DE VENDA LIVRE, 12/2030, PINHO VERT + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
746,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.040-5, PRODUTO DE VENDA LIVRE, 12/2030, PINHO VERT + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
747,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.041-3, PRODUTO DE VENDA LIVRE, 12/2030, PRIMAVERA + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
748,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.042-1, PRODUTO DE VENDA LIVRE, 12/2030, PRIMAVERA + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
749,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.043-1, PRODUTO DE VENDA LIVRE, 12/2030, SENSAÇÃO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
750,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.044-8, PRODUTO DE VENDA LIVRE, 12/2030, SENSAÇÃO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
751,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.045-6, PRODUTO DE VENDA LIVRE, 12/2030, SENSATEZ + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
752,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.046-4, PRODUTO DE VENDA LIVRE, 12/2030, SENSATEZ + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
753,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.047-2, PRODUTO DE VENDA LIVRE, 12/2030, TALCO + FRASCO DE PLASTICO TRANSPARENTE + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
754,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MARIA HELENA COSSIA DE OLIVEIRA ME, 3.02436-5, DESINFETANTE FRANCQUIMICA, 25351.823359/2020-51, 3.2436.0004.048-0, PRODUTO DE VENDA LIVRE, 12/2030, TALCO + BOMBONA PLASTICA + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 30020 REG. SANEANTES - Registro de produtos saneantes,,
755,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA, 3.02747-0, DETER-AL NITRIC - PRODETER, 25351.456087/2008-82, 3.2747.0022.001-4, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 09/2028, GALAO PLASTICO + CAIXA DE PAPELAO, 24 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 330 REG. SANEANTES - Modificação de Fórmula de Produto, 2747684/20-2,
756,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", MERCOQUÍMICA INDÚSTRIA E COMÉRCIO LTDA, 3.02747-0, DETER-AL NITRIC - PRODETER, 25351.456087/2008-82, 3.2747.0022.002-2, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 09/2028, BOMBONA PLASTICA + SACO PLASTICO, 24 Meses, 3222029 DESINCRUSTANTE ÁCIDO, 330 REG. SANEANTES - Modificação de Fórmula de Produto, 2747684/20-2,
757,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", NEOGEN DO BRASIL INDUSTRIA E COMERCIO LTDA, 3.00425-4, BARATICIDA GEL NOXON, 25351.071337/2008-16, 3.0425.0093.001-7, PRODUTO DE VENDA LIVRE, 04/2028, SERINGA PLASTICA + BLISTER DE PLASTICO COM CARTOLINA, 2 Ano(s), 3206017 INSETICIDA DE VENDA LIVRE, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2697352/20-1,
758,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", NEOGEN DO BRASIL INDUSTRIA E COMERCIO LTDA, 3.00425-4, FORMICIDA GEL NOXON, 25351.073759/2008-18, 3.0425.0095.001-8, PRODUTO DE VENDA LIVRE, 04/2028, SERINGA PLASTICA, 2 Ano(s), 3206017 INSETICIDA DE VENDA LIVRE, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2698079/20-7,
759,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", NEOGEN DO BRASIL INDUSTRIA E COMERCIO LTDA, 3.00425-4, RATICIDA GRANULADO NOXON, 25351.083062/2008-55, 3.0425.0096.001-3, PRODUTO DE VENDA LIVRE, 04/2028, SACHET, 2 Ano(s), 3207013 RATICIDA DE VENDA LIVRE, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2698683/20-1,
760,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", NEOGEN DO BRASIL INDUSTRIA E COMERCIO LTDA, 3.00425-4, RATICIDA PÓ DE CONTATO NOXON, 25351.474521/2010-87, 3.0425.0129.001-1, PRODUTO DE USO PROFISSIONAL OU DE VENDA RESTRITA, 08/2025, FRASCO, 24 Meses, 3207021 RATICIDA PARA EMPRESAS ESPECIALIZADAS, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2699272/20-5,
761,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", NEOGEN DO BRASIL INDUSTRIA E COMERCIO LTDA, 3.00425-4, RATICIDA BLOCO PARAFINADO NOXON, 25351.515448/2010-11, 3.0425.0131.001-2, PRODUTO DE VENDA LIVRE, 10/2025, BANDEJA PLASTICA, 24 Meses, 3207021 RATICIDA PARA EMPRESAS ESPECIALIZADAS, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2698318/20-1,
762,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", NEOGEN DO BRASIL INDUSTRIA E COMERCIO LTDA, 3.00425-4, RATICIDA BLOCO PARAFINADO NOXON, 25351.515448/2010-11, 3.0425.0131.002-0, PRODUTO DE VENDA LIVRE, 10/2025, SACO PLASTICO, 24 Meses, 3207021 RATICIDA PARA EMPRESAS ESPECIALIZADAS, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2698318/20-1,
763,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", NEOGEN DO BRASIL INDUSTRIA E COMERCIO LTDA, 3.00425-4, ISCA MOSQUICIDA GRANULADA ZUUM NOXON, 25351.795480/2010-80, 3.0425.0138.001-0, PRODUTO DE VENDA LIVRE, 02/2026, SACHET, 24 Meses, 3206017 INSETICIDA DE VENDA LIVRE, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2698284/20-0,
764,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PC INDUSTRIA COMERCIO DE PRODUTOS DE LIMPEZA LTDA ME, 3.05945-2, ÁGUA SANITÁRIA COMPRE CERTO, 25351.823378/2020-87, 3.5945.0010.001-9, PRODUTO DE VENDA LIVRE, 12/2030, BISNAGA DE PLASTICO OPACO + PRODUTO SOMENTE CONTEM EMBALAGEM PRIMARIA, 6 Meses, 3103033 ÁGUA SANITÁRIA, 30020 REG. SANEANTES - Registro de produtos saneantes,,
765,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.001-8, PRODUTO DE VENDA LIVRE, 09/2029, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, HERBAL
766,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.002-6, PRODUTO DE VENDA LIVRE, 09/2029, GALAO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, HERBAL
767,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.003-4, PRODUTO DE VENDA LIVRE, 09/2029, BOMBONA PLASTICA OPACA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, HERBAL
768,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.004-2, PRODUTO DE VENDA LIVRE, 09/2029, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, FLORAL
769,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.005-0, PRODUTO DE VENDA LIVRE, 09/2029, GALAO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, FLORAL
770,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.006-9, PRODUTO DE VENDA LIVRE, 09/2029, BOMBONA PLASTICA OPACA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, FLORAL
771,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.007-7, PRODUTO DE VENDA LIVRE, 09/2029, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, LAVANDA
772,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.008-5, PRODUTO DE VENDA LIVRE, 09/2029, GALAO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, LAVANDA
773,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.009-3, PRODUTO DE VENDA LIVRE, 09/2029, BOMBONA PLASTICA OPACA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, LAVANDA
774,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.010-7, PRODUTO DE VENDA LIVRE, 09/2029, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, TALCO
775,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.011-5, PRODUTO DE VENDA LIVRE, 09/2029, GALAO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, TALCO
776,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.012-3, PRODUTO DE VENDA LIVRE, 09/2029, BOMBONA PLASTICA OPACA, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, TALCO
777,"RESOLUÇÃO-RE Nº 4.914, DE 26 DE NOVEMBRO DE 2020", PEROL COMERCIAL E INDUSTRIAL LTDA - ME, 3.02286-7, D04 DESINFETANTE DE USO GERAL, 25351.276441/2009-68, 3.2286.0020.013-1, PRODUTO DE VENDA LIVRE, 09/2029, FRASCO DE PLASTICO OPACO + CAIXA DE PAPELAO, 24 Meses, 3205061 DESINFETANTE PARA USO GERAL, 389 REG. SANEANTES - Alteração de Rotulagem de Produto, 2673029/20-6, TUTTI FRUTTI
